,valid,zCombo,tf,DC-Gain,k,numer,denom,num-factor-count,denom-factor-count
99,False,"(1/(C_1*s), oo, R_3 + 1/(C_3*s), R_4/(C_4*R_4*s + 1), R_5 + 1/(C_5*s), 1/(C_6*s))",\frac{C_{3} C_{5} R_{4}}{C_{1} C_{3} C_{4} C_{5} C_{6} R_{3} R_{4} R_{5} s^{3} + C_{1} C_{6} + s^{2} \left(C_{1} C_{3} C_{4} C_{6} R_{3} R_{4} - C_{1} C_{3} C_{5} C_{6} R_{3} R_{4} + C_{1} C_{3} C_{5} C_{6} R_{3} R_{5} + C_{1} C_{3} C_{5} C_{6} R_{4} R_{5} + C_{1} C_{4} C_{5} C_{6} R_{4} R_{5}\right) + s \left(C_{1} C_{3} C_{6} R_{3} + C_{1} C_{3} C_{6} R_{4} + C_{1} C_{4} C_{6} R_{4} - C_{1} C_{5} C_{6} R_{4} + C_{1} C_{5} C_{6} R_{5}\right)},,C_3*C_5*R_4/(C_1*C_6),[],"[Poly(C_3*C_4*C_5*R_3*R_4*R_5*s**3 + (C_3*C_4*R_3*R_4 - C_3*C_5*R_3*R_4 + C_3*C_5*R_3*R_5 + C_3*C_5*R_4*R_5 + C_4*C_5*R_4*R_5)*s**2 + (C_3*R_3 + C_3*R_4 + C_4*R_4 - C_5*R_4 + C_5*R_5)*s + 1, s, domain='ZZ[C_3,C_4,C_5,R_3,R_4,R_5]')]",0,1
100,False,"(R_1/(C_1*R_1*s + 1), oo, R_3, 1/(C_4*s), R_5, 1/(C_6*s))",\frac{R_{1}}{C_{1} C_{4} C_{6} R_{1} R_{3} R_{5} s^{3} + s^{2} \left(- C_{1} C_{6} R_{1} R_{3} + C_{1} C_{6} R_{1} R_{5} + C_{4} C_{6} R_{3} R_{5}\right) + s \left(- C_{6} R_{3} + C_{6} R_{5}\right)},,nan,[],"[Poly(zoo*s, s, domain='ZZ[zoo]'), Poly(C_1*R_1*s + 1, s, domain='ZZ[C_1,R_1]'), Poly(-C_4*R_3*R_5/(R_3 - R_5)*s + 1, s, domain='ZZ(C_4,R_3,R_5)')]",0,3
101,True,"(R_1/(C_1*R_1*s + 1), oo, R_3, 1/(C_4*s), R_5, R_6/(C_6*R_6*s + 1))",\frac{R_{1} R_{6}}{C_{1} C_{4} C_{6} R_{1} R_{3} R_{5} R_{6} s^{3} - R_{3} + R_{5} + s^{2} \left(C_{1} C_{4} R_{1} R_{3} R_{5} - C_{1} C_{6} R_{1} R_{3} R_{6} + C_{1} C_{6} R_{1} R_{5} R_{6} + C_{4} C_{6} R_{3} R_{5} R_{6}\right) + s \left(- C_{1} R_{1} R_{3} + C_{1} R_{1} R_{5} + C_{4} R_{3} R_{5} - C_{6} R_{3} R_{6} + C_{6} R_{5} R_{6}\right)},R_1*R_6/(-R_3 + R_5),-R_1*R_6*(R_3 - R_5)/(-R_3 + R_5),[],"[Poly(C_1*R_1*s + 1, s, domain='ZZ[C_1,R_1]'), Poly(C_6*R_6*s + 1, s, domain='ZZ[C_6,R_6]'), Poly(-C_4*R_3*R_5/(R_3 - R_5)*s + 1, s, domain='ZZ(C_4,R_3,R_5)')]",0,3
102,True,"(R_1/(C_1*R_1*s + 1), oo, R_3, 1/(C_4*s), R_5 + 1/(C_5*s), 1/(C_6*s))",\frac{C_{5} R_{1}}{C_{1} C_{4} C_{5} C_{6} R_{1} R_{3} R_{5} s^{3} + C_{6} + s^{2} \left(C_{1} C_{4} C_{6} R_{1} R_{3} - C_{1} C_{5} C_{6} R_{1} R_{3} + C_{1} C_{5} C_{6} R_{1} R_{5} + C_{4} C_{5} C_{6} R_{3} R_{5}\right) + s \left(C_{1} C_{6} R_{1} + C_{4} C_{6} R_{3} - C_{5} C_{6} R_{3} + C_{5} C_{6} R_{5}\right)},C_5*R_1/C_6,C_5*R_1/C_6,[],"[Poly(C_1*R_1*s + 1, s, domain='ZZ[C_1,R_1]'), Poly(C_4*C_5*R_3*R_5*s**2 + (C_4*R_3 - C_5*R_3 + C_5*R_5)*s + 1, s, domain='ZZ[C_4,C_5,R_3,R_5]')]",0,2
103,False,"(R_1/(C_1*R_1*s + 1), oo, R_3, R_4/(C_4*R_4*s + 1), R_5, 1/(C_6*s))",\frac{R_{1} R_{4}}{C_{1} C_{4} C_{6} R_{1} R_{3} R_{4} R_{5} s^{3} + s^{2} \left(- C_{1} C_{6} R_{1} R_{3} R_{4} + C_{1} C_{6} R_{1} R_{3} R_{5} + C_{1} C_{6} R_{1} R_{4} R_{5} + C_{4} C_{6} R_{3} R_{4} R_{5}\right) + s \left(- C_{6} R_{3} R_{4} + C_{6} R_{3} R_{5} + C_{6} R_{4} R_{5}\right)},,nan,[],"[Poly(zoo*s, s, domain='ZZ[zoo]'), Poly(C_1*R_1*s + 1, s, domain='ZZ[C_1,R_1]'), Poly(-C_4*R_3*R_4*R_5/(R_3*R_4 - R_3*R_5 - R_4*R_5)*s + 1, s, domain='ZZ(C_4,R_3,R_4,R_5)')]",0,3
104,True,"(R_1/(C_1*R_1*s + 1), oo, R_3, R_4/(C_4*R_4*s + 1), R_5, R_6/(C_6*R_6*s + 1))",\frac{R_{1} R_{4} R_{6}}{C_{1} C_{4} C_{6} R_{1} R_{3} R_{4} R_{5} R_{6} s^{3} - R_{3} R_{4} + R_{3} R_{5} + R_{4} R_{5} + s^{2} \left(C_{1} C_{4} R_{1} R_{3} R_{4} R_{5} - C_{1} C_{6} R_{1} R_{3} R_{4} R_{6} + C_{1} C_{6} R_{1} R_{3} R_{5} R_{6} + C_{1} C_{6} R_{1} R_{4} R_{5} R_{6} + C_{4} C_{6} R_{3} R_{4} R_{5} R_{6}\right) + s \left(- C_{1} R_{1} R_{3} R_{4} + C_{1} R_{1} R_{3} R_{5} + C_{1} R_{1} R_{4} R_{5} + C_{4} R_{3} R_{4} R_{5} - C_{6} R_{3} R_{4} R_{6} + C_{6} R_{3} R_{5} R_{6} + C_{6} R_{4} R_{5} R_{6}\right)},R_1*R_4*R_6/(-R_3*R_4 + R_3*R_5 + R_4*R_5),-R_1*R_4*R_6*(R_3*R_4 - R_3*R_5 - R_4*R_5)/(-R_3*R_4 + R_3*R_5 + R_4*R_5),[],"[Poly(C_1*R_1*s + 1, s, domain='ZZ[C_1,R_1]'), Poly(C_6*R_6*s + 1, s, domain='ZZ[C_6,R_6]'), Poly(-C_4*R_3*R_4*R_5/(R_3*R_4 - R_3*R_5 - R_4*R_5)*s + 1, s, domain='ZZ(C_4,R_3,R_4,R_5)')]",0,3
105,True,"(R_1/(C_1*R_1*s + 1), oo, R_3, R_4/(C_4*R_4*s + 1), R_5 + 1/(C_5*s), 1/(C_6*s))",\frac{C_{5} R_{1} R_{4}}{C_{1} C_{4} C_{5} C_{6} R_{1} R_{3} R_{4} R_{5} s^{3} + C_{6} R_{3} + C_{6} R_{4} + s^{2} \left(C_{1} C_{4} C_{6} R_{1} R_{3} R_{4} - C_{1} C_{5} C_{6} R_{1} R_{3} R_{4} + C_{1} C_{5} C_{6} R_{1} R_{3} R_{5} + C_{1} C_{5} C_{6} R_{1} R_{4} R_{5} + C_{4} C_{5} C_{6} R_{3} R_{4} R_{5}\right) + s \left(C_{1} C_{6} R_{1} R_{3} + C_{1} C_{6} R_{1} R_{4} + C_{4} C_{6} R_{3} R_{4} - C_{5} C_{6} R_{3} R_{4} + C_{5} C_{6} R_{3} R_{5} + C_{5} C_{6} R_{4} R_{5}\right)},C_5*R_1*R_4/(C_6*R_3 + C_6*R_4),C_5*R_1*R_4*(R_3 + R_4)/(C_6*R_3 + C_6*R_4),[],"[Poly(C_1*R_1*s + 1, s, domain='ZZ[C_1,R_1]'), Poly(C_4*C_5*R_3*R_4*R_5/(R_3 + R_4)*s**2 + (C_4*R_3*R_4 - C_5*R_3*R_4 + C_5*R_3*R_5 + C_5*R_4*R_5)/(R_3 + R_4)*s + 1, s, domain='ZZ(C_4,C_5,R_3,R_4,R_5)')]",0,2
106,True,"(R_1/(C_1*R_1*s + 1), oo, R_3 + 1/(C_3*s), 1/(C_4*s), R_5, 1/(C_6*s))",\frac{C_{3} R_{1}}{C_{1} C_{3} C_{4} C_{6} R_{1} R_{3} R_{5} s^{3} - C_{6} + s^{2} \left(- C_{1} C_{3} C_{6} R_{1} R_{3} + C_{1} C_{3} C_{6} R_{1} R_{5} + C_{1} C_{4} C_{6} R_{1} R_{5} + C_{3} C_{4} C_{6} R_{3} R_{5}\right) + s \left(- C_{1} C_{6} R_{1} - C_{3} C_{6} R_{3} + C_{3} C_{6} R_{5} + C_{4} C_{6} R_{5}\right)},-C_3*R_1/C_6,C_3*R_1/C_6,[],"[Poly(C_1*R_1*s + 1, s, domain='ZZ[C_1,R_1]'), Poly(-C_3*C_4*R_3*R_5*s**2 + (C_3*R_3 - C_3*R_5 - C_4*R_5)*s + 1, s, domain='ZZ[C_3,C_4,R_3,R_5]')]",0,2
107,True,"(R_1/(C_1*R_1*s + 1), oo, R_3 + 1/(C_3*s), 1/(C_4*s), R_5 + 1/(C_5*s), 1/(C_6*s))",\frac{C_{3} C_{5} R_{1}}{C_{1} C_{3} C_{4} C_{5} C_{6} R_{1} R_{3} R_{5} s^{3} + C_{3} C_{6} + C_{4} C_{6} - C_{5} C_{6} + s^{2} \left(C_{1} C_{3} C_{4} C_{6} R_{1} R_{3} - C_{1} C_{3} C_{5} C_{6} R_{1} R_{3} + C_{1} C_{3} C_{5} C_{6} R_{1} R_{5} + C_{1} C_{4} C_{5} C_{6} R_{1} R_{5} + C_{3} C_{4} C_{5} C_{6} R_{3} R_{5}\right) + s \left(C_{1} C_{3} C_{6} R_{1} + C_{1} C_{4} C_{6} R_{1} - C_{1} C_{5} C_{6} R_{1} + C_{3} C_{4} C_{6} R_{3} - C_{3} C_{5} C_{6} R_{3} + C_{3} C_{5} C_{6} R_{5} + C_{4} C_{5} C_{6} R_{5}\right)},C_3*C_5*R_1/(C_3*C_6 + C_4*C_6 - C_5*C_6),C_3*C_5*R_1*(C_3 + C_4 - C_5)/(C_3*C_6 + C_4*C_6 - C_5*C_6),[],"[Poly(C_1*R_1*s + 1, s, domain='ZZ[C_1,R_1]'), Poly(C_3*C_4*C_5*R_3*R_5/(C_3 + C_4 - C_5)*s**2 + (C_3*C_4*R_3 - C_3*C_5*R_3 + C_3*C_5*R_5 + C_4*C_5*R_5)/(C_3 + C_4 - C_5)*s + 1, s, domain='ZZ(C_3,C_4,C_5,R_3,R_5)')]",0,2
108,True,"(R_1/(C_1*R_1*s + 1), oo, R_3 + 1/(C_3*s), R_4/(C_4*R_4*s + 1), R_5, 1/(C_6*s))",\frac{C_{3} R_{1} R_{4}}{C_{1} C_{3} C_{4} C_{6} R_{1} R_{3} R_{4} R_{5} s^{3} - C_{6} R_{4} + C_{6} R_{5} + s^{2} \left(- C_{1} C_{3} C_{6} R_{1} R_{3} R_{4} + C_{1} C_{3} C_{6} R_{1} R_{3} R_{5} + C_{1} C_{3} C_{6} R_{1} R_{4} R_{5} + C_{1} C_{4} C_{6} R_{1} R_{4} R_{5} + C_{3} C_{4} C_{6} R_{3} R_{4} R_{5}\right) + s \left(- C_{1} C_{6} R_{1} R_{4} + C_{1} C_{6} R_{1} R_{5} - C_{3} C_{6} R_{3} R_{4} + C_{3} C_{6} R_{3} R_{5} + C_{3} C_{6} R_{4} R_{5} + C_{4} C_{6} R_{4} R_{5}\right)},C_3*R_1*R_4/(-C_6*R_4 + C_6*R_5),-C_3*R_1*R_4*(R_4 - R_5)/(-C_6*R_4 + C_6*R_5),[],"[Poly(C_1*R_1*s + 1, s, domain='ZZ[C_1,R_1]'), Poly(-C_3*C_4*R_3*R_4*R_5/(R_4 - R_5)*s**2 + (C_3*R_3*R_4 - C_3*R_3*R_5 - C_3*R_4*R_5 - C_4*R_4*R_5)/(R_4 - R_5)*s + 1, s, domain='ZZ(C_3,C_4,R_3,R_4,R_5)')]",0,2
109,False,"(1/(C_1*s), 1/(C_2*s), R_3, oo, R_5, 1/(C_6*s))",\frac{1}{C_{1} C_{2} C_{6} R_{3} R_{5} s^{3} + s^{2} \left(- C_{1} C_{6} R_{3} + C_{1} C_{6} R_{5} + C_{2} C_{6} R_{5}\right)},,nan,[],"[Poly(zoo*s**2, s, domain='ZZ[zoo]'), Poly(-C_1*C_2*R_3*R_5/(C_1*R_3 - C_1*R_5 - C_2*R_5)*s + 1, s, domain='ZZ(C_1,C_2,R_3,R_5)')]",0,2
110,False,"(1/(C_1*s), 1/(C_2*s), R_3, oo, R_5, R_6/(C_6*R_6*s + 1))",\frac{R_{6}}{C_{1} C_{2} C_{6} R_{3} R_{5} R_{6} s^{3} + s^{2} \left(C_{1} C_{2} R_{3} R_{5} - C_{1} C_{6} R_{3} R_{6} + C_{1} C_{6} R_{5} R_{6} + C_{2} C_{6} R_{5} R_{6}\right) + s \left(- C_{1} R_{3} + C_{1} R_{5} + C_{2} R_{5}\right)},,nan,[],"[Poly(zoo*s, s, domain='ZZ[zoo]'), Poly(C_6*R_6*s + 1, s, domain='ZZ[C_6,R_6]'), Poly(-C_1*C_2*R_3*R_5/(C_1*R_3 - C_1*R_5 - C_2*R_5)*s + 1, s, domain='ZZ(C_1,C_2,R_3,R_5)')]",0,3
111,False,"(1/(C_1*s), 1/(C_2*s), R_3, oo, R_5 + 1/(C_5*s), 1/(C_6*s))",\frac{C_{5}}{C_{1} C_{2} C_{5} C_{6} R_{3} R_{5} s^{3} + s^{2} \left(C_{1} C_{2} C_{6} R_{3} - C_{1} C_{5} C_{6} R_{3} + C_{1} C_{5} C_{6} R_{5} + C_{2} C_{5} C_{6} R_{5}\right) + s \left(C_{1} C_{6} + C_{2} C_{6}\right)},,nan,[],"[Poly(zoo*s, s, domain='ZZ[zoo]'), Poly(C_1*C_2*C_5*R_3*R_5/(C_1 + C_2)*s**2 + (C_1*C_2*R_3 - C_1*C_5*R_3 + C_1*C_5*R_5 + C_2*C_5*R_5)/(C_1 + C_2)*s + 1, s, domain='ZZ(C_1,C_2,C_5,R_3,R_5)')]",0,2
112,True,"(1/(C_1*s), 1/(C_2*s), R_3, oo, R_5 + 1/(C_5*s), R_6/(C_6*R_6*s + 1))",\frac{C_{5} R_{6}}{C_{1} C_{2} C_{5} C_{6} R_{3} R_{5} R_{6} s^{3} + C_{1} + C_{2} + s^{2} \left(C_{1} C_{2} C_{5} R_{3} R_{5} + C_{1} C_{2} C_{6} R_{3} R_{6} - C_{1} C_{5} C_{6} R_{3} R_{6} + C_{1} C_{5} C_{6} R_{5} R_{6} + C_{2} C_{5} C_{6} R_{5} R_{6}\right) + s \left(C_{1} C_{2} R_{3} - C_{1} C_{5} R_{3} + C_{1} C_{5} R_{5} + C_{1} C_{6} R_{6} + C_{2} C_{5} R_{5} + C_{2} C_{6} R_{6}\right)},C_5*R_6/(C_1 + C_2),C_5*R_6,[],"[Poly(C_6*R_6*s + 1, s, domain='ZZ[C_6,R_6]'), Poly(C_1*C_2*C_5*R_3*R_5/(C_1 + C_2)*s**2 + (C_1*C_2*R_3 - C_1*C_5*R_3 + C_1*C_5*R_5 + C_2*C_5*R_5)/(C_1 + C_2)*s + 1, s, domain='ZZ(C_1,C_2,C_5,R_3,R_5)')]",0,2
113,False,"(1/(C_1*s), 1/(C_2*s), R_3 + 1/(C_3*s), oo, R_5, 1/(C_6*s))",\frac{C_{3}}{C_{1} C_{2} C_{3} C_{6} R_{3} R_{5} s^{3} - C_{1} C_{6} s + s^{2} \left(C_{1} C_{2} C_{6} R_{5} - C_{1} C_{3} C_{6} R_{3} + C_{1} C_{3} C_{6} R_{5} + C_{2} C_{3} C_{6} R_{5}\right)},,nan,[],"[Poly(zoo*s, s, domain='ZZ[zoo]'), Poly(-C_2*C_3*R_3*R_5*s**2 + (-C_1*C_2*R_5 + C_1*C_3*R_3 - C_1*C_3*R_5 - C_2*C_3*R_5)/C_1*s + 1, s, domain='ZZ(C_1,C_2,C_3,R_3,R_5)')]",0,2
114,True,"(1/(C_1*s), 1/(C_2*s), R_3 + 1/(C_3*s), oo, R_5, R_6/(C_6*R_6*s + 1))",\frac{C_{3} R_{6}}{C_{1} C_{2} C_{3} C_{6} R_{3} R_{5} R_{6} s^{3} - C_{1} + s^{2} \left(C_{1} C_{2} C_{3} R_{3} R_{5} + C_{1} C_{2} C_{6} R_{5} R_{6} - C_{1} C_{3} C_{6} R_{3} R_{6} + C_{1} C_{3} C_{6} R_{5} R_{6} + C_{2} C_{3} C_{6} R_{5} R_{6}\right) + s \left(C_{1} C_{2} R_{5} - C_{1} C_{3} R_{3} + C_{1} C_{3} R_{5} - C_{1} C_{6} R_{6} + C_{2} C_{3} R_{5}\right)},-C_3*R_6/C_1,C_3*R_6,[],"[Poly(C_6*R_6*s + 1, s, domain='ZZ[C_6,R_6]'), Poly(-C_2*C_3*R_3*R_5*s**2 + (-C_1*C_2*R_5 + C_1*C_3*R_3 - C_1*C_3*R_5 - C_2*C_3*R_5)/C_1*s + 1, s, domain='ZZ(C_1,C_2,C_3,R_3,R_5)')]",0,2
115,False,"(1/(C_1*s), 1/(C_2*s), R_3 + 1/(C_3*s), oo, R_5 + 1/(C_5*s), 1/(C_6*s))",\frac{C_{3} C_{5}}{C_{1} C_{2} C_{3} C_{5} C_{6} R_{3} R_{5} s^{3} + s^{2} \left(C_{1} C_{2} C_{3} C_{6} R_{3} + C_{1} C_{2} C_{5} C_{6} R_{5} - C_{1} C_{3} C_{5} C_{6} R_{3} + C_{1} C_{3} C_{5} C_{6} R_{5} + C_{2} C_{3} C_{5} C_{6} R_{5}\right) + s \left(C_{1} C_{2} C_{6} + C_{1} C_{3} C_{6} - C_{1} C_{5} C_{6} + C_{2} C_{3} C_{6}\right)},,nan,[],"[Poly(zoo*s, s, domain='ZZ[zoo]'), Poly(C_1*C_2*C_3*C_5*R_3*R_5/(C_1*C_2 + C_1*C_3 - C_1*C_5 + C_2*C_3)*s**2 + (C_1*C_2*C_3*R_3 + C_1*C_2*C_5*R_5 - C_1*C_3*C_5*R_3 + C_1*C_3*C_5*R_5 + C_2*C_3*C_5*R_5)/(C_1*C_2 + C_1*C_3 - C_1*C_5 + C_2*C_3)*s + 1, s, domain='ZZ(C_1,C_2,C_3,C_5,R_3,R_5)')]",0,2
116,True,"(1/(C_1*s), 1/(C_2*s), R_3 + 1/(C_3*s), oo, R_5 + 1/(C_5*s), R_6/(C_6*R_6*s + 1))",\frac{C_{3} C_{5} R_{6}}{C_{1} C_{2} C_{3} C_{5} C_{6} R_{3} R_{5} R_{6} s^{3} + C_{1} C_{2} + C_{1} C_{3} - C_{1} C_{5} + C_{2} C_{3} + s^{2} \left(C_{1} C_{2} C_{3} C_{5} R_{3} R_{5} + C_{1} C_{2} C_{3} C_{6} R_{3} R_{6} + C_{1} C_{2} C_{5} C_{6} R_{5} R_{6} - C_{1} C_{3} C_{5} C_{6} R_{3} R_{6} + C_{1} C_{3} C_{5} C_{6} R_{5} R_{6} + C_{2} C_{3} C_{5} C_{6} R_{5} R_{6}\right) + s \left(C_{1} C_{2} C_{3} R_{3} + C_{1} C_{2} C_{5} R_{5} + C_{1} C_{2} C_{6} R_{6} - C_{1} C_{3} C_{5} R_{3} + C_{1} C_{3} C_{5} R_{5} + C_{1} C_{3} C_{6} R_{6} - C_{1} C_{5} C_{6} R_{6} + C_{2} C_{3} C_{5} R_{5} + C_{2} C_{3} C_{6} R_{6}\right)},C_3*C_5*R_6/(C_1*C_2 + C_1*C_3 - C_1*C_5 + C_2*C_3),C_3*C_5*R_6,[],"[Poly(C_6*R_6*s + 1, s, domain='ZZ[C_6,R_6]'), Poly(C_1*C_2*C_3*C_5*R_3*R_5/(C_1*C_2 + C_1*C_3 - C_1*C_5 + C_2*C_3)*s**2 + (C_1*C_2*C_3*R_3 + C_1*C_2*C_5*R_5 - C_1*C_3*C_5*R_3 + C_1*C_3*C_5*R_5 + C_2*C_3*C_5*R_5)/(C_1*C_2 + C_1*C_3 - C_1*C_5 + C_2*C_3)*s + 1, s, domain='ZZ(C_1,C_2,C_3,C_5,R_3,R_5)')]",0,2
117,False,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3, oo, R_5, 1/(C_6*s))",\frac{R_{2}}{C_{1} C_{2} C_{6} R_{2} R_{3} R_{5} s^{3} + C_{6} R_{5} s + s^{2} \left(- C_{1} C_{6} R_{2} R_{3} + C_{1} C_{6} R_{2} R_{5} + C_{1} C_{6} R_{3} R_{5} + C_{2} C_{6} R_{2} R_{5}\right)},,nan,[],"[Poly(zoo*s, s, domain='ZZ[zoo]'), Poly(C_1*C_2*R_2*R_3*s**2 + (-C_1*R_2*R_3 + C_1*R_2*R_5 + C_1*R_3*R_5 + C_2*R_2*R_5)/R_5*s + 1, s, domain='ZZ(C_1,C_2,R_2,R_3,R_5)')]",0,2
118,True,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3, oo, R_5, R_6/(C_6*R_6*s + 1))",\frac{R_{2} R_{6}}{C_{1} C_{2} C_{6} R_{2} R_{3} R_{5} R_{6} s^{3} + R_{5} + s^{2} \left(C_{1} C_{2} R_{2} R_{3} R_{5} - C_{1} C_{6} R_{2} R_{3} R_{6} + C_{1} C_{6} R_{2} R_{5} R_{6} + C_{1} C_{6} R_{3} R_{5} R_{6} + C_{2} C_{6} R_{2} R_{5} R_{6}\right) + s \left(- C_{1} R_{2} R_{3} + C_{1} R_{2} R_{5} + C_{1} R_{3} R_{5} + C_{2} R_{2} R_{5} + C_{6} R_{5} R_{6}\right)},R_2*R_6/R_5,R_2*R_6,[],"[Poly(C_6*R_6*s + 1, s, domain='ZZ[C_6,R_6]'), Poly(C_1*C_2*R_2*R_3*s**2 + (-C_1*R_2*R_3 + C_1*R_2*R_5 + C_1*R_3*R_5 + C_2*R_2*R_5)/R_5*s + 1, s, domain='ZZ(C_1,C_2,R_2,R_3,R_5)')]",0,2
119,False,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3, oo, R_5 + 1/(C_5*s), 1/(C_6*s))",\frac{C_{5} R_{2}}{C_{1} C_{2} C_{5} C_{6} R_{2} R_{3} R_{5} s^{3} + C_{6} + s^{2} \left(C_{1} C_{2} C_{6} R_{2} R_{3} - C_{1} C_{5} C_{6} R_{2} R_{3} + C_{1} C_{5} C_{6} R_{2} R_{5} + C_{1} C_{5} C_{6} R_{3} R_{5} + C_{2} C_{5} C_{6} R_{2} R_{5}\right) + s \left(C_{1} C_{6} R_{2} + C_{1} C_{6} R_{3} + C_{2} C_{6} R_{2} + C_{5} C_{6} R_{5}\right)},,C_5*R_2/C_6,[],"[Poly(C_1*C_2*C_5*R_2*R_3*R_5*s**3 + (C_1*C_2*R_2*R_3 - C_1*C_5*R_2*R_3 + C_1*C_5*R_2*R_5 + C_1*C_5*R_3*R_5 + C_2*C_5*R_2*R_5)*s**2 + (C_1*R_2 + C_1*R_3 + C_2*R_2 + C_5*R_5)*s + 1, s, domain='ZZ[C_1,C_2,C_5,R_2,R_3,R_5]')]",0,1
120,False,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3 + 1/(C_3*s), oo, R_5, 1/(C_6*s))",\frac{C_{3} R_{2}}{C_{1} C_{2} C_{3} C_{6} R_{2} R_{3} R_{5} s^{3} + s^{2} \left(C_{1} C_{2} C_{6} R_{2} R_{5} - C_{1} C_{3} C_{6} R_{2} R_{3} + C_{1} C_{3} C_{6} R_{2} R_{5} + C_{1} C_{3} C_{6} R_{3} R_{5} + C_{2} C_{3} C_{6} R_{2} R_{5}\right) + s \left(- C_{1} C_{6} R_{2} + C_{1} C_{6} R_{5} + C_{3} C_{6} R_{5}\right)},,nan,[],"[Poly(zoo*s, s, domain='ZZ[zoo]'), Poly(-C_1*C_2*C_3*R_2*R_3*R_5/(C_1*R_2 - C_1*R_5 - C_3*R_5)*s**2 + (-C_1*C_2*R_2*R_5 + C_1*C_3*R_2*R_3 - C_1*C_3*R_2*R_5 - C_1*C_3*R_3*R_5 - C_2*C_3*R_2*R_5)/(C_1*R_2 - C_1*R_5 - C_3*R_5)*s + 1, s, domain='ZZ(C_1,C_2,C_3,R_2,R_3,R_5)')]",0,2
121,True,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3 + 1/(C_3*s), oo, R_5, R_6/(C_6*R_6*s + 1))",\frac{C_{3} R_{2} R_{6}}{C_{1} C_{2} C_{3} C_{6} R_{2} R_{3} R_{5} R_{6} s^{3} - C_{1} R_{2} + C_{1} R_{5} + C_{3} R_{5} + s^{2} \left(C_{1} C_{2} C_{3} R_{2} R_{3} R_{5} + C_{1} C_{2} C_{6} R_{2} R_{5} R_{6} - C_{1} C_{3} C_{6} R_{2} R_{3} R_{6} + C_{1} C_{3} C_{6} R_{2} R_{5} R_{6} + C_{1} C_{3} C_{6} R_{3} R_{5} R_{6} + C_{2} C_{3} C_{6} R_{2} R_{5} R_{6}\right) + s \left(C_{1} C_{2} R_{2} R_{5} - C_{1} C_{3} R_{2} R_{3} + C_{1} C_{3} R_{2} R_{5} + C_{1} C_{3} R_{3} R_{5} - C_{1} C_{6} R_{2} R_{6} + C_{1} C_{6} R_{5} R_{6} + C_{2} C_{3} R_{2} R_{5} + C_{3} C_{6} R_{5} R_{6}\right)},C_3*R_2*R_6/(-C_1*R_2 + C_1*R_5 + C_3*R_5),-C_3*R_2*R_6*(C_1*R_2 - C_1*R_5 - C_3*R_5)/(-C_1*R_2 + C_1*R_5 + C_3*R_5),[],"[Poly(C_6*R_6*s + 1, s, domain='ZZ[C_6,R_6]'), Poly(-C_1*C_2*C_3*R_2*R_3*R_5/(C_1*R_2 - C_1*R_5 - C_3*R_5)*s**2 + (-C_1*C_2*R_2*R_5 + C_1*C_3*R_2*R_3 - C_1*C_3*R_2*R_5 - C_1*C_3*R_3*R_5 - C_2*C_3*R_2*R_5)/(C_1*R_2 - C_1*R_5 - C_3*R_5)*s + 1, s, domain='ZZ(C_1,C_2,C_3,R_2,R_3,R_5)')]",0,2
122,False,"(1/(C_1*s), R_2/(C_2*R_2*s + 1), R_3 + 1/(C_3*s), oo, R_5 + 1/(C_5*s), 1/(C_6*s))",\frac{C_{3} C_{5} R_{2}}{C_{1} C_{2} C_{3} C_{5} C_{6} R_{2} R_{3} R_{5} s^{3} + C_{1} C_{6} + C_{3} C_{6} + s^{2} \left(C_{1} C_{2} C_{3} C_{6} R_{2} R_{3} + C_{1} C_{2} C_{5} C_{6} R_{2} R_{5} - C_{1} C_{3} C_{5} C_{6} R_{2} R_{3} + C_{1} C_{3} C_{5} C_{6} R_{2} R_{5} + C_{1} C_{3} C_{5} C_{6} R_{3} R_{5} + C_{2} C_{3} C_{5} C_{6} R_{2} R_{5}\right) + s \left(C_{1} C_{2} C_{6} R_{2} + C_{1} C_{3} C_{6} R_{2} + C_{1} C_{3} C_{6} R_{3} - C_{1} C_{5} C_{6} R_{2} + C_{1} C_{5} C_{6} R_{5} + C_{2} C_{3} C_{6} R_{2} + C_{3} C_{5} C_{6} R_{5}\right)},,C_3*C_5*R_2*(C_1 + C_3)/(C_1*C_6 + C_3*C_6),[],"[Poly(C_1*C_2*C_3*C_5*R_2*R_3*R_5/(C_1 + C_3)*s**3 + (C_1*C_2*C_3*R_2*R_3 + C_1*C_2*C_5*R_2*R_5 - C_1*C_3*C_5*R_2*R_3 + C_1*C_3*C_5*R_2*R_5 + C_1*C_3*C_5*R_3*R_5 + C_2*C_3*C_5*R_2*R_5)/(C_1 + C_3)*s**2 + (C_1*C_2*R_2 + C_1*C_3*R_2 + C_1*C_3*R_3 - C_1*C_5*R_2 + C_1*C_5*R_5 + C_2*C_3*R_2 + C_3*C_5*R_5)/(C_1 + C_3)*s + 1, s, domain='ZZ(C_1,C_2,C_3,C_5,R_2,R_3,R_5)')]",0,1
